2.13	-0.531935961	-0.549452782								
2.14	-0.601562761	-0.637150032								
2.15	-0.66752272	-0.72183358								
2.16	-0.729202655	-0.802761164								
2.17	-0.78599407	-0.879178125								
2.18	-0.837299217	-0.950323405								
2.19	-0.88253757	-1.015436178								
2.2	-0.921152692	-1.07376312								
2.21	-0.952619427	-1.12456629								
2.22	-0.976451388	-1.167131596								
2.23	-0.99220865	-1.200777828								
2.24	-0.999505594	-1.224866171								
2.25	-0.998018807	-1.238810169								
2.26	-0.987494931	-1.242086041								
2.27	-0.96775836	-1.234243257								
2.28	-0.938718668	-1.214915274								
2.29	-0.900377618	-1.183830287								
2.3	-0.852835634	-1.140821868								
2.31	-0.796297565	-1.085839315								
2.32	-0.731077591	-1.018957548								
2.33	-0.657603117	-0.940386343								
2.34	-0.576417467	-0.850478696								
2.35	-0.488181229	-0.749738099								
2.36	-0.393672079	-0.638824482								
2.37	-0.293782921	-0.51855857								
2.38	-0.189518193	-0.389924416								
2.39	-8.20E-02	-0.254069838								
2.4	2.76E-02	-0.112304504								
2.41	0.137945574	3.39E-02								
2.42	0.247680116	0.182940341								
2.43	0.355368053	0.333046177								
2.44	0.459530455	0.482339436								
2.45	0.558662608	0.628828527								
2.46	0.651255143	0.770433442								
2.47	0.735817135	0.905009882								
2.48	0.81090098	1.030376947								
2.49	0.875128754	1.144348337								
2.5	0.927219731	1.244766905								
2.51	0.966018637	1.329542322								
2.52	0.990524172	1.396691514								
2.53	0.999917254	1.444381424								
2.54	0.993588378	1.470973538								
2.55	0.971163438	1.475069491								
2.56	0.932527284	1.455556966								
2.57	0.87784428	1.411654944								
2.58	0.807575075	1.342957286								
2.59	0.722488809	1.249473475								
2.6	0.623669982	1.131665284								
2.61	0.512519234	0.990478015								
2.62	0.390747355	0.827364923								
2.63	0.260361927	0.644303375								
2.64	0.123646088	0.44380131								
2.65	-1.69E-02	0.228892577								
2.66	-0.158451515	3.12E-03								
2.67	-0.298196136	-0.229496195								
2.68	-0.433097392	-0.464502149								
2.69	-0.560102049	-0.697072876								
2.7	-0.676179704	-0.92208819								
2.71	-0.778397181	-1.134225624								
2.72	-0.86399721	-1.328068807								
2.73	-0.930479692	-1.498230634								
2.74	-0.975683516	-1.639489771								
2.75	-0.997866664	-1.746938484								
2.76	-0.995782031	-1.816139061								
2.77	-0.96874626	-1.843285468								
2.78	-0.916698709	-1.825366146								
2.79	-0.840247641	-1.760323204								
2.8	-0.740700767	-1.647202653								
2.81	-0.620077416	-1.486289726								
2.82	-0.481099901	-1.27922296								
2.83	-0.327162036	-1.029080371								
2.84	-0.162273303	-0.740430998								
2.85	9.02E-03	-0.419345229								
2.86	0.181751516	-7.34E-02								
2.87	0.350643934	0.288622529								
2.88	0.510282793	0.656459292								
2.89	0.655277564	1.018996403								
2.9	0.780450332	1.364326259								
2.91	0.881031824	1.680118469								
2.92	0.952860363	1.954004964								
2.93	0.992576299	2.174015028								
2.94	0.997803597	2.329050538								
2.95	0.96730976	2.409388447								
2.96	0.90113503	2.407194155								
2.97	0.800681943	2.317026214								
2.98	0.668756956	2.136309863								
2.99	0.509556914	1.86575443								
